0.357391,0.352101,0.3446
0.317682,0.34044,0.318061
0.326651,0.335177,0.32175
0.351232,0.343268,0.335359
0.374399,0.381832,0.366356
0.331435,0.355977,0.327949
0.341273,0.330472,0.322239
0.36886,0.379386,0.355739
0.378146,0.432058,0.387196
0.36224,0.39974,0.368057
0.342795,0.353819,0.33428
0.338752,0.360837,0.338322
0.349452,0.350078,0.33855
0.282195,0.313821,0.286291
0.341894,0.361742,0.338369
0.395227,0.375587,0.368172
0.338966,0.331867,0.321282
0.282292,0.291747,0.274821
0.283566,0.284186,0.274385
0.301487,0.291706,0.284842
0.359936,0.34976,0.34185
0.279798,0.287626,0.273449
0.399662,0.389255,0.381996
0.364606,0.375179,0.354118
0.343164,0.349155,0.332104
0.380288,0.38621,0.367251
0.368569,0.416591,0.37535
0.375,0.395118,0.373487
0.32322,0.33754,0.317141
0.390306,0.407568,0.386289
0.334272,0.326917,0.317237
0.307372,0.303686,0.291724
0.343706,0.351862,0.334676
0.350238,0.359921,0.34124
0.339431,0.357886,0.336748
0.410488,0.40187,0.38987
0.368546,0.379085,0.362142
0.342812,0.370063,0.343049
0.336621,0.35818,0.330617
0.389311,0.415331,0.387111
0.275194,0.293566,0.271624
0.296354,0.329948,0.299715
0.346699,0.361675,0.340361
0.384848,0.393939,0.376864
0.307839,0.303196,0.295195
0.296667,0.292045,0.285227
0.30447,0.339394,0.306039
0.282143,0.295,0.275858
0.331221,0.346479,0.325143
0.272559,0.294949,0.268907
0.375346,0.366897,0.351212
0.342726,0.358051,0.332435
0.343349,0.363609,0.338317
0.352406,0.345276,0.335477
0.268618,0.27878,0.25899
0.357763,0.381659,0.357513
0.312997,0.329128,0.308311
0.344419,0.353876,0.340358
0.329893,0.354281,0.331164
0.305224,0.31874,0.301267
0.380267,0.390094,0.369849
0.339863,0.366409,0.334368
0.312695,0.326879,0.305748
0.354077,0.357725,0.346798
0.33746,0.355952,0.332419
0.357259,0.35237,0.34073
0.345814,0.358915,0.337984
0.362716,0.357687,0.349025
0.238864,0.241888,0.232283
0.329526,0.339255,0.324889
0.33433,0.334058,0.321743
0.318197,0.308333,0.300867
0.367417,0.373048,0.357983
0.331472,0.337056,0.321795
0.335886,0.324249,0.318579
0.297997,0.307692,0.288847
0.362003,0.381139,0.360935
0.325663,0.323106,0.30864
0.324299,0.345093,0.321165
0.390443,0.390367,0.379034
0.386364,0.35327,0.351094
0.313876,0.340989,0.311371
0.344651,0.356047,0.340059
0.425349,0.414729,0.405814
0.374528,0.399843,0.372656
0.397504,0.384435,0.376963
0.312723,0.336682,0.313892
0.362736,0.38522,0.361748
0.421778,0.418222,0.40655
0.34652,0.32674,0.324167
0.324199,0.339904,0.317933
0.299757,0.325162,0.301009
0.329392,0.356732,0.330147
0.325926,0.355878,0.330393
0.328646,0.353795,0.325801
0.342526,0.357324,0.337914
0.30679,0.336497,0.306423
0.306853,0.324873,0.301632
0.361874,0.397997,0.366348
0.356481,0.365201,0.346348
0.257051,0.276007,0.254714
0.308097,0.329874,0.305687
0.31261,0.34806,0.31846
0.378723,0.410904,0.378056
0.302162,0.303153,0.2839
0.337118,0.343076,0.323622
0.291012,0.288307,0.280848
0.322171,0.345349,0.320967
0.336982,0.341128,0.323648
0.333333,0.350503,0.328626
0.363077,0.363675,0.352617
0.348014,0.3462,0.338502
0.339878,0.339422,0.329586
0.399371,0.413836,0.390866
0.3,0.303318,0.290841
0.328505,0.332866,0.316285
0.346589,0.344264,0.327294
0.304147,0.302817,0.289027
0.335822,0.355732,0.331954
0.374199,0.363061,0.355483
0.35941,0.35303,0.342215
0.309736,0.319637,0.302106
0.352928,0.344895,0.336436
0.318027,0.326361,0.311909
0.35025,0.354167,0.334746
0.33191,0.354523,0.330932
0.366439,0.385076,0.363413
0.347563,0.350865,0.340263
0.351591,0.379091,0.353705
0.328218,0.350743,0.323542
0.391885,0.395288,0.380229
0.259098,0.276973,0.25743
0.321691,0.339553,0.318003
0.358502,0.365825,0.347984
0.359786,0.379052,0.352519
0.405337,0.415928,0.398104
0.295726,0.309658,0.289951
0.340667,0.34925,0.332702
0.357639,0.373071,0.355456
0.374148,0.407407,0.376241
0.377982,0.380887,0.3701
0.38324,0.402154,0.377033
0.292118,0.301806,0.281386
0.320327,0.332866,0.313401
0.331177,0.355473,0.327458
0.327251,0.359479,0.326984
0.329429,0.3253,0.316424
0.344553,0.364715,0.336891
0.363228,0.337919,0.336353
0.402593,0.427926,0.399026
0.389757,0.41875,0.388856
0.349686,0.367925,0.34799
0.307705,0.334255,0.310353
0.343103,0.36601,0.339683
0.351456,0.359061,0.339879
0.353333,0.362033,0.341161
0.335007,0.339083,0.323896
0.381299,0.378013,0.370087
0.294017,0.287692,0.280403
0.365567,0.348477,0.341302
0.298565,0.319378,0.294053
0.320719,0.331346,0.316022
0.3287,0.350972,0.322813
0.305183,0.321212,0.30093
0.357735,0.361694,0.343769
0.347265,0.36094,0.338612
0.334715,0.314594,0.313543
0.334794,0.32732,0.319645
0.333803,0.336933,0.324305
0.338688,0.351961,0.332719
0.347783,0.358621,0.345164
0.288226,0.289801,0.274686
0.333776,0.368437,0.335886
0.357167,0.367833,0.349179
0.338863,0.360585,0.33582
0.306404,0.32266,0.304074
0.332318,0.3478,0.330541
0.326409,0.342351,0.323181
0.327911,0.335646,0.320115
0.373382,0.379126,0.364609
0.318617,0.332447,0.30892
0.306699,0.306858,0.297672
0.332381,0.332143,0.319119
